Index;Fuel type;Body type;Engine;Gearbox;Doors;Seats;Emission;Service history
1523;Petrol;Convertible;1.2L;Manual;2;4;Euro 5;Null
1525;Petrol;Hatchback;1.4L;Manual;3;4;Euro 5;Null
1526;Petrol;Hatchback;1.8L;Manual;5;5;Euro 5;Null
1527;Diesel;Hatchback;1.6L;Manual;5;5;Euro 4;Null
1528;Petrol;Hatchback;1.0L;Manual;3;5;Euro 4;Null
1596;Diesel;Hatchback;1.6L;Manual;5;5;Euro 5;Null
1597;Petrol;Hatchback;1.2L;Automatic;5;5;Euro 4;Null
1598;Diesel;Hatchback;2.0L;Manual;5;5;Euro 5;Null
1599;Diesel;Hatchback;1.6L;Manual;5;5;Euro 5;Null
1600;Petrol;Hatchback;1.2L;Manual;3;5;Euro 4;Null
1601;Diesel;SUV;2.2L;Automatic;5;5;Euro 4;Null
1602;Petrol;Hatchback;1.2L;Manual;3;5;Euro 4;Full
1603;Petrol;Hatchback;1.6L;Manual;5;5;Euro 5;Null
1604;Diesel;MPV;2.2L;Manual;5;7;Euro 4;Null
1605;Diesel;Hatchback;1.3L;Manual;3;5;Euro 4;Null
1606;Diesel;Hatchback;1.5L;Manual;3;5;Euro 5;Null
1607;Petrol;Hatchback;1.6L;Manual;5;5;Euro 4;Null
1609;Petrol;Hatchback;1.4L;Manual;3;4;Euro 5;Null
1610;Petrol;Hatchback;1.2L;Manual;3;4;Euro 5;Full
1611;Diesel;Coupe;1.5L;Manual;3;5;Euro 5;Null
1612;Diesel;Estate;1.7L;Manual;5;5;Euro 5;Null
1613;Diesel;Estate;2.0L;Manual;5;5;Euro 4;Null
1614;Diesel;SUV;1.7L;Manual;5;5;Euro 5;Null
1615;Petrol;Hatchback;1.6L;Manual;5;5;Euro 4;Full
1616;Petrol;Hatchback;1.2L;Manual;3;4;Euro 4;Null
1617;Diesel;Saloon;2.1L;Automatic;4;5;Euro 3;Null
1618;Petrol;Hatchback;1.2L;Manual;5;5;Euro 4;Null
1619;Diesel;Hatchback;1.5L;Manual;5;5;Euro 5;Null
1620;Petrol;Hatchback;1.6L;Manual;5;5;Euro 4;Null
1621;Petrol;Saloon;1.8L;Manual;4;5;Euro 5;Null
1623;Petrol;Hatchback;1.4L;Manual;3;4;Euro 5;Null
1624;Petrol;Hatchback;1.4L;Manual;5;5;Euro 4;Null
1625;Petrol;Saloon;1.8L;Automatic;4;;Null;
1626;Diesel;Hatchback;2.2L;Manual;3;5;Euro 4;Null
1627;Diesel;Hatchback;1.6L;Manual;5;5;Euro 5;Null
1628;Diesel;Estate;1.5L;Manual;5;5;Euro 5;Null
1629;Petrol;Hatchback;1.4L;Manual;5;5;Euro 5;Full
1630;Petrol;Hatchback;1.2L;Manual;3;5;Euro 5;Null
1631;Diesel;Coupe;1.5L;Manual;3;5;Euro 5;Null
1632;Diesel;SUV;3.0L;Automatic;5;5;Euro 4;Null
1633;Petrol;Hatchback;1.0L;Manual;5;4;Euro 5;Null
1634;Diesel;Estate;1.6L;Manual;5;5;Euro 6;Null
1635;Petrol;Saloon;1.8L;Manual;4;5;Euro 5;Null
1637;Petrol;Hatchback;1.6L;Manual;3;5;Euro 4;Null
1638;Diesel;Estate;3.0L;Automatic;5;5;Euro 4;Null
1639;Diesel;Hatchback;1.8L;Manual;5;5;Euro 4;Null
1640;Diesel;MPV;2.2L;Manual;5;7;Euro 4;Null
1641;Petrol;Hatchback;1.6L;Manual;3;5;Euro 5;Null
1642;Diesel;Saloon;1.9L;Automatic;4;5;Euro 3;Null
1643;Petrol;Hatchback;1.2L;Manual;3;5;Euro 5;Full
1644;Diesel;SUV;2.2L;Manual;5;5;Euro 4;Null
1645;Diesel;Saloon;2.1L;Automatic;4;5;Euro 4;Null
1646;Petrol;SUV;1.6L;Manual;5;5;Euro 5;Null
1647;Petrol;Hatchback;1.6L;Manual;5;5;Euro 5;Null
1648;Diesel;Hatchback;1.5L;Manual;3;5;Euro 5;Null
1649;Petrol;Hatchback;1.5L;Manual;5;5;Euro 6;Full
1651;Petrol;Hatchback;1.2L;Manual;3;5;Euro 4;Null
1652;Petrol;Hatchback;1.1L;Manual;3;5;Euro 4;Null
1653;Petrol;Hatchback;1.2L;Manual;5;5;Euro 5;Null
1654;Diesel;Hatchback;1.7L;Manual;5;5;Euro 5;Null
1655;Petrol;Hatchback;1.6L;Manual;5;;Null;
1747;Petrol;Hatchback;1.3L;Manual;3;4;Euro 4;Null
1749;Petrol;Hatchback;1.5L;Manual;5;5;Euro 6;Full
1750;Petrol;Hatchback;1.4L;Manual;5;5;Euro 4;Null
1751;Diesel;Hatchback;1.5L;Manual;5;5;Euro 5;Null
1752;Petrol;Hatchback;1.6L;Manual;5;5;Euro 5;Null
1753;Diesel;Saloon;3.0L;Automatic;4;5;Euro 5;Null
1754;Petrol;Hatchback;1.6L;Automatic;5;5;Euro 4;Null
1755;Diesel;Saloon;1.6L;Manual;4;5;Euro 6;Null
1756;Petrol;Hatchback;1.2L;Manual;3;5;Euro 5;Null
1757;Diesel;Saloon;2.0L;Manual;4;5;Euro 5;Null
1758;Diesel;Hatchback;1.6L;Manual;5;5;Euro 5;Null
1759;Petrol;Hatchback;1.4L;Automatic;5;5;Euro 4;Null
1760;Petrol;Hatchback;1.1L;Manual;3;5;Euro 5;Null
1761;Petrol;Hatchback;1.0L;Manual;3;5;Euro 4;Null
1763;Petrol;Convertible;1.2L;Manual;2;4;Euro 5;Null
1764;Petrol;Hatchback;1.4L;Manual;5;5;Euro 5;Null
1765;Diesel;Estate;2.0L;Manual;5;5;Euro 4;Full
1766;Diesel;MPV;1.5L;Manual;5;5;Euro 5;Null
1767;Diesel;SUV;1.6L;Automatic;5;5;Euro 5;Full
1768;Diesel;Hatchback;1.6L;Manual;5;5;Euro 5;Null
1769;Diesel;Hatchback;1.9L;Manual;5;5;Euro 3;Null
1771;Petrol;Hatchback;1.4L;Manual;5;5;Euro 6;Null
1772;Diesel;Hatchback;1.6L;Manual;5;5;Euro 5;Null
1773;Diesel;Saloon;2.1L;Automatic;4;5;Euro 5;Null
1774;Petrol;Hatchback;1.2L;Manual;3;5;Euro 4;Null
1775;Petrol;Convertible;1.2L;Manual;2;4;Euro 5;Null
1777;Petrol;Hatchback;1.0L;Manual;3;5;Euro 4;Null
1778;Petrol;Hatchback;1.4L;Manual;5;5;Euro 5;Null
1779;Petrol;Hatchback;1.4L;Manual;5;5;Euro 4;Null
1780;Petrol;Hatchback;1.2L;Manual;3;5;Euro 5;Full
1781;Diesel;Saloon;1.6L;Manual;4;5;Euro 4;Null
1782;Petrol;Hatchback;1.4L;Manual;5;5;Euro 5;Null
1783;Diesel;Hatchback;2.0L;Manual;5;5;Euro 5;Full
1784;Diesel;Hatchback;2.0L;Manual;5;5;Euro 5;Null
1785;Petrol;Hatchback;1.2L;Manual;5;5;Euro 5;Null
1786;Petrol;SUV;0.9L;Manual;5;5;Euro 6;Full
1787;Diesel;Saloon;2.0L;Automatic;4;5;Euro 6;Null
1788;Diesel;Saloon;2.0L;Manual;4;5;Euro 4;Null
1789;Petrol;Hatchback;1.0L;Manual;3;5;Euro 4;Null
1791;Petrol;Saloon;1.8L;Manual;4;5;Euro 5;Null
1792;Diesel;Hatchback;2.0L;Manual;5;5;Euro 5;Null
1793;Petrol;Saloon;1.6L;Manual;4;5;Euro 3;Null
1794;Petrol;Hatchback;1.4L;Manual;3;5;Euro 4;Null
1795;Diesel;SUV;2.5L;Manual;5;5;Euro 3;Null
1796;Diesel;Hatchback;2.2L;Automatic;5;5;Euro 6;Null
1797;Diesel;SUV;1.6L;Manual;5;5;Euro 5;Full
1798;Petrol;Hatchback;1.4L;Manual;3;5;Euro 5;Full
1799;Petrol;Hatchback;;Manual;5;5;Null;
1800;Petrol;Hatchback;1.4L;Manual;5;5;Euro 6;Null
1801;Petrol;Hatchback;1.6L;Manual;5;5;Euro 4;Null
1802;Petrol;Hatchback;1.2L;Manual;3;5;Euro 4;Null
1803;Petrol;Hatchback;1.3L;Manual;3;4;Euro 4;Null
1805;Petrol;Saloon;1.8L;Manual;4;5;Euro 5;Null
1806;Petrol;Hatchback;1.2L;Manual;5;5;Euro 5;Null
1807;Diesel;Saloon;2.2L;Manual;4;5;Euro 6;Null
1808;Petrol;MPV;1.8L;Manual;5;7;Euro 4;Null
1809;Petrol;SUV;1.6L;Manual;5;5;Euro 5;Full
1810;Petrol;Hatchback;1.0L;Manual;5;5;Euro 5;Null
1811;Petrol;Hatchback;2.0L;Manual;5;5;Euro 4;Full
1812;Diesel;SUV;2.0L;Manual;5;5;Euro 5;Null
1813;Petrol;Hatchback;1.2L;Manual;3;5;Euro 4;Null
1814;Petrol;Hatchback;1.6L;Manual;5;5;Euro 4;Null
1815;Diesel;SUV;1.7L;Manual;5;5;Euro 5;Full
1816;Petrol;Saloon;2.0L;Manual;4;5;Euro 2;Null
1817;Petrol;Convertible;1.2L;Manual;2;4;Euro 5;Null
1819;Petrol;Hatchback;1.2L;Manual;3;5;Euro 4;Null
1820;Petrol;Saloon;1.8L;Automatic;4;5;Euro 3;Null
1821;Diesel;Estate;1.7L;Manual;5;5;Euro 5;Null
1822;Petrol;Hatchback;1.4L;Manual;5;5;Euro 4;Null
1843;Petrol;Hatchback;1.0L;Manual;5;5;Euro 5;Null
1844;Diesel;Estate;1.6L;Manual;5;5;Euro 6;Null
1845;Petrol;Hatchback;1.3L;Manual;3;4;Euro 4;Null
1847;Petrol;Hatchback;1.5L;Manual;5;5;Euro 6;Full
1848;Petrol;Saloon;2.0L;Automatic;4;5;Euro 3;Null
1849;Diesel;SUV;1.5L;Manual;5;5;Euro 6;Null
1850;Diesel;SUV;1.5L;Manual;5;5;Euro 5;Full
1851;Petrol;Hatchback;1.2L;Manual;5;5;Euro 5;Null
1852;Diesel;Saloon;3.0L;Automatic;4;5;Euro 6;Null
1853;Petrol;Hatchback;1.6L;Manual;5;5;Euro 4;Null
1854;Petrol;Hatchback;1.3L;Manual;5;5;Euro 4;Null
1855;Petrol;Hatchback;1.4L;Manual;5;5;Euro 4;Null
1856;Diesel;Hatchback;1.6L;Manual;5;5;Euro 5;Null
1857;Petrol;Hatchback;1.4L;Manual;3;5;Euro 5;Null
1858;Diesel;Saloon;2.0L;Manual;4;5;Euro 4;Null
1859;Petrol;Hatchback;1.5L;Manual;5;5;Euro 6;Full
1861;Petrol;Hatchback;1.6L;Manual;3;5;Euro 4;Null
1862;Petrol;Hatchback;1.4L;Manual;3;4;Euro 6;Null
1863;Petrol;Hatchback;1.4L;Manual;5;5;Euro 5;Null
1864;Diesel;Saloon;1.6L;Manual;4;5;Euro 5;Null
1865;Petrol;Hatchback;1.4L;Automatic;5;5;Euro 4;Null
1866;Petrol;Hatchback;1.2L;Manual;5;5;Euro 5;Null
1867;Petrol;Coupe;1.8L;Manual;2;4;Euro 4;Null
1868;Petrol;Hatchback;1.0L;Manual;5;4;Euro 5;Null
1869;Petrol;Hatchback;1.6L;Manual;5;5;Null;
1870;Petrol;Hatchback;1.6L;Automatic;5;5;Euro 4;Null
1871;Diesel;Hatchback;2.0L;Manual;3;5;Euro 5;Null
1872;Petrol;Estate;2.4L;Automatic;5;5;Euro 3;Null
1873;Petrol;Hatchback;1.6L;Manual;3;5;Euro 4;Null
1875;Petrol;Hatchback;1.6L;Manual;3;5;Euro 4;Null
1876;Diesel;Hatchback;2.0L;Manual;5;5;Euro 5;Full
1877;Petrol;Hatchback;1.1L;Manual;5;5;Euro 5;Null
1878;Diesel;Saloon;2.2L;Automatic;4;5;Euro 5;Full
1879;Petrol;Hatchback;1.2L;Manual;3;5;Euro 6;Null
1880;Diesel;Hatchback;1.6L;Manual;5;5;Euro 5;Null
1881;Diesel;Hatchback;2.0L;Manual;5;5;Euro 4;Full
1882;Petrol;Hatchback;1.2L;Manual;3;4;Euro 5;Null
1883;Diesel;SUV;2.0L;Automatic;5;5;Euro 5;Null
1884;Diesel;Coupe;2.0L;Automatic;2;4;Euro 5;Null
1885;Petrol;Hatchback;1.4L;Manual;5;5;Euro 4;Null
1886;Petrol;Hatchback;1.2L;Manual;3;5;Euro 4;Null
1887;Petrol;Hatchback;1.4L;Manual;3;4;Euro 5;Null
1889;Petrol;Hatchback;1.4L;Manual;3;5;Euro 4;Null
1890;Diesel;Hatchback;2.0L;Manual;3;5;Euro 5;Null
1891;Diesel;SUV;1.5L;Manual;5;5;Euro 5;Null
1892;Petrol;Hatchback;1.4L;Manual;5;5;Euro 5;Null
1893;Diesel;SUV;2.0L;Manual;5;5;Euro 5;Null
1894;Diesel;Hatchback;2.0L;Manual;5;5;Euro 4;Null
1895;Petrol;Hatchback;1.0L;Manual;5;5;Euro 6;Full
1896;Diesel;Saloon;3.0L;Automatic;4;5;Euro 4;Null
1897;Diesel;Saloon;2.0L;Automatic;4;5;Euro 6;Null
1898;Petrol;Hatchback;1.6L;Manual;5;5;Euro 4;Null
1899;Diesel;Saloon;2.0L;Manual;4;5;Euro 5;Null
1900;Petrol;Hatchback;1.1L;Manual;3;5;Euro 5;Null
1901;Petrol;Hatchback;1.4L;Manual;3;5;Euro 4;Null
1903;Petrol;Hatchback;1.0L;Manual;3;5;Euro 4;Null
1904;Petrol;Hatchback;1.2L;Manual;3;4;Euro 6;Null
1905;Petrol;Hatchback;1.0L;Manual;5;5;Euro 5;Null
1906;Diesel;Saloon;2.1L;Automatic;4;5;Euro 4;Null
1907;Diesel;Convertible;3.0L;Automatic;2;4;Euro 4;Null
1908;Petrol;Hatchback;1.2L;Manual;3;4;Euro 4;Null
1909;Diesel;Hatchback;1.7L;Manual;5;5;Euro 5;Null
1910;Diesel;Saloon;1.6L;Manual;4;5;Euro 4;Null
1911;Petrol;Hatchback;1.0L;Manual;3;4;Euro 4;Null
1912;Diesel;MPV;2.0L;Automatic;5;7;Euro 5;Full
1913;Petrol;Hatchback;1.0L;Manual;5;5;Euro 5;Null
1914;Petrol;Hatchback;1.8L;Manual;5;5;Euro 4;Null
1915;Petrol;Hatchback;1.0L;Manual;3;5;Euro 4;Null
1917;Petrol;Saloon;1.8L;Manual;4;5;Euro 5;Null
1918;Diesel;SUV;1.6L;Manual;5;5;Euro 6;Null
1919;Diesel;SUV;2.0L;Automatic;5;5;Euro 5;Null
1920;Petrol;Hatchback;1.4L;Manual;5;5;Euro 5;Null
1921;Diesel;Saloon;2.0L;Manual;4;5;Euro 5;Null
1922;Petrol;Hatchback;1.2L;Manual;3;5;Euro 5;Null
1923;Petrol;Hatchback;1.2L;Manual;3;5;Euro 5;Null
1924;Petrol;Hatchback;1.6L;Manual;5;5;Euro 5;Null
1925;Petrol;Hatchback;1.0L;Manual;5;4;Euro 4;Null
1927;Diesel;SUV;3.0L;Automatic;5;5;Euro 4;Null
1928;Petrol;Hatchback;1.6L;Manual;5;5;Euro 4;Null
1929;Petrol;Saloon;1.8L;Manual;4;5;Euro 5;Null
1931;Petrol;Hatchback;1.6L;Manual;3;5;Euro 4;Null
1932;Petrol;Hatchback;1.0L;Manual;3;5;Euro 6;Full
1933;Petrol;Hatchback;;Manual;;;Null;
1934;Diesel;Hatchback;1.3L;Manual;5;5;Euro 4;Null
1935;Petrol;Hatchback;1.4L;Manual;5;5;Euro 4;Null
1936;Petrol;Hatchback;1.2L;Manual;3;5;Euro 4;Null
1937;Petrol;Hatchback;1.2L;Manual;3;5;Euro 4;Null
1938;Diesel;Saloon;2.1L;Automatic;4;5;Euro 4;Full
1939;Diesel;MPV;1.6L;Manual;5;7;Euro 6;Null
1940;Petrol;Convertible;1.8L;Automatic;2;2;Euro 4;Null
1941;Petrol;Convertible;1.6L;Manual;2;4;Euro 5;Null
1942;Diesel;Saloon;2.0L;Manual;4;5;Euro 4;Null
1943;Petrol;Hatchback;1.4L;Manual;3;5;Euro 4;Null
1945;Petrol;Hatchback;1.2L;Manual;3;5;Euro 4;Null
1946;Diesel;Estate;1.6L;Manual;5;5;Euro 5;Null
1947;Diesel;Hatchback;1.9L;Manual;3;5;Euro 4;Null
1948;Diesel;MPV;2.0L;Automatic;5;7;Euro 5;Null
1949;Diesel;Estate;1.6L;Manual;5;5;Euro 5;Null
1950;Petrol;Hatchback;1.2L;Manual;3;5;Euro 5;Null
1951;Diesel;Hatchback;2.0L;Manual;5;5;Euro 5;Null
1952;Diesel;Estate;1.6L;Manual;5;5;Euro 5;Null
1953;Petrol;Convertible;3.7L;Automatic;2;2;Euro 3;Null
1954;Petrol;Convertible;0.9L;Manual;2;4;Euro 6;Full
1955;Diesel;Hatchback;1.6L;Manual;5;5;Euro 6;Null
1956;Petrol;Hatchback;1.2L;Manual;3;5;Euro 4;Null
1957;Petrol;Hatchback;1.2L;Manual;3;5;Euro 4;Null
1959;Petrol;Hatchback;1.4L;Manual;3;4;Euro 5;Null
1960;Diesel;Saloon;2.0L;Manual;4;5;Euro 5;Null
1961;Petrol;Hatchback;1.4L;Manual;3;5;Euro 4;Null
1962;Diesel;Saloon;1.7L;Manual;4;5;Euro 5;Null
1963;Petrol;Hatchback;1.4L;Manual;3;5;Euro 5;Null
1964;Diesel;Hatchback;1.5L;Manual;5;5;Euro 6;Full
1965;Diesel;Hatchback;2.0L;Manual;5;5;Euro 5;Null
1966;Diesel;Saloon;2.1L;Automatic;4;5;Euro 5;Null
1967;Diesel;Hatchback;1.6L;Manual;5;5;Euro 6;Null
1968;Petrol;Hatchback;1.0L;Manual;5;5;Euro 6;Null
1969;Petrol;Hatchback;1.6L;Manual;5;5;Euro 5;Full
1970;Petrol;Hatchback;1.6L;Manual;5;5;Euro 4;Null
1971;Petrol;Hatchback;1.4L;Manual;3;4;Euro 5;Null
1973;Petrol;Hatchback;1.6L;Manual;3;5;Euro 4;Null
1974;Petrol;Hatchback;1.0L;Manual;5;4;Euro 6;Null
1975;Diesel;Hatchback;1.5L;Manual;5;5;Euro 5;Full
1976;Diesel;Hatchback;2.0L;Manual;5;5;Euro 5;Full
1977;Petrol;Hatchback;1.1L;Manual;5;4;Euro 4;Null
1978;Petrol;Coupe;2.6L;Manual;4;4;Euro 4;Null
1979;Petrol;Hatchback;1.0L;Manual;5;5;Euro 6;Null
1980;Petrol;Hatchback;1.2L;Manual;5;5;Euro 5;Null
1981;Petrol;Hatchback;1.4L;Manual;3;5;Euro 4;Full
1982;Diesel;Hatchback;2.0L;Manual;5;5;Euro 5;Null
1983;Diesel;MPV;1.6L;Manual;5;5;Euro 4;Null
1984;Petrol;Hatchback;1.2L;Manual;3;5;Euro 4;Null
1985;Petrol;Hatchback;1.6L;Manual;3;5;Euro 4;Null
1987;Petrol;Hatchback;1.5L;Manual;5;5;Euro 6;Full
1988;Diesel;Saloon;2.0L;Automatic;4;5;Euro 6;Null
1989;Petrol;Hatchback;1.2L;Manual;5;5;Euro 6;Full
1990;Petrol;MPV;2.0L;Automatic;5;5;Euro 4;Null
1991;Petrol;MPV;1.6L;Manual;5;7;Euro 4;Null
1992;Petrol;Coupe;3.7L;Automatic;2;4;Euro 5;Null
1993;Petrol;Hatchback;1.6L;Manual;5;5;Euro 5;Full
1994;Diesel;Hatchback;2.0L;Manual;3;5;Euro 5;Null
1995;Petrol;Hatchback;1.2L;Manual;5;5;Euro 6;Null
1996;Diesel;Hatchback;1.9L;Manual;3;5;Euro 4;Null
1997;Petrol;MPV;1.6L;Manual;5;5;Euro 5;Null
1998;Diesel;Hatchback;1.5L;Manual;3;5;Euro 5;Null
1999;Petrol;Hatchback;1.5L;Manual;5;5;Euro 6;Full
2001;Petrol;Hatchback;1.2L;Manual;3;5;Euro 4;Null
2002;Petrol;Hatchback;1.2L;Manual;3;5;Euro 6;Null
2003;Petrol;Hatchback;1.6L;Automatic;3;4;Euro 5;Null
2004;Diesel;Hatchback;1.6L;Manual;5;5;Euro 5;Null
2005;Petrol;Hatchback;1.0L;Manual;3;5;Euro 5;Null
2006;Petrol;Estate;2.5L;Automatic;5;5;Euro 5;Full
2007;Petrol;Hatchback;1.4L;Manual;5;5;Euro 5;Null
2008;Petrol;Hatchback;1.0L;Manual;5;5;Euro 6;Null
2009;Diesel;Hatchback;1.9L;Manual;5;5;Euro 4;Null
2010;Diesel;Hatchback;1.4L;Manual;5;5;Euro 4;Null
2011;Diesel;Hatchback;1.6L;Manual;5;5;Euro 5;Full
2012;Petrol;Hatchback;1.2L;Manual;3;5;Euro 4;Null
2013;Petrol;Hatchback;1.2L;Manual;3;5;Euro 4;Null
2015;Petrol;Hatchback;1.5L;Manual;5;5;Euro 6;Full
2016;Diesel;Hatchback;1.5L;Manual;5;5;Euro 4;Null
2017;Petrol;MPV;1.6L;Manual;5;7;Euro 5;Null
2018;Petrol;Coupe;1.6L;Manual;2;4;Euro 5;Full
2019;Petrol;Hatchback;1.6L;Automatic;;5;Null;
2020;Diesel;SUV;2.0L;Manual;5;5;Euro 5;Null
2021;Diesel;Saloon;3.0L;Automatic;4;5;Euro 5;Null
2022;Diesel;SUV;1.7L;Manual;5;5;Euro 6;Null
2023;Diesel;Hatchback;2.0L;Manual;5;;Null;
2024;Petrol;Hatchback;1.0L;Manual;5;4;Euro 5;Full
2025;Petrol;Hatchback;;Manual;;;Null;Full
2026;Petrol;Saloon;2.0L;Manual;4;5;Euro 2;Null
2027;Petrol;Saloon;1.8L;Manual;4;5;Euro 5;Null
2029;Petrol;Hatchback;1.6L;Manual;5;5;Euro 4;Null
2030;Diesel;SUV;3.0L;Automatic;5;5;Euro 4;Null
2031;Petrol;Hatchback;1.2L;Manual;5;4;Euro 5;Full
2032;Diesel;Estate;1.6L;Manual;5;5;Euro 4;Null
2033;Petrol;Convertible;1.6L;Manual;2;4;Euro 5;Null
2034;Petrol;Hatchback;1.4L;Manual;5;5;Euro 5;Full
2035;Diesel;MPV;1.6L;Manual;5;7;Euro 6;Full
2036;Diesel;MPV;1.6L;Manual;5;5;Euro 5;Null
2037;Petrol;Hatchback;1.4L;Manual;3;4;Euro 5;Full
2038;Petrol;Hatchback;1.4L;Manual;3;5;Euro 5;Null
2039;Diesel;Hatchback;1.6L;Manual;5;5;Euro 6;Null
2040;Diesel;Estate;1.6L;Manual;5;5;Euro 6;Null
2041;Petrol;Hatchback;1.6L;Manual;3;5;Euro 4;Null
2043;Petrol;Hatchback;1.2L;Manual;3;5;Euro 4;Null
2044;Petrol;Hatchback;1.3L;Manual;3;5;Euro 5;Null
2045;Petrol;Hatchback;1.2L;Manual;5;5;Euro 5;Null
2046;Petrol;Hatchback;1.3L;Manual;3;5;Euro 4;Full
2047;Petrol;Hatchback;1.4L;Manual;3;4;Euro 5;Null
2048;Petrol;MPV;1.2L;Manual;5;5;Euro 4;Null
2049;Petrol;Hatchback;1.4L;Manual;5;5;Euro 5;Full
2050;Petrol;Hatchback;1.3L;Manual;3;5;Euro 4;Null
2051;Diesel;Hatchback;2.0L;Automatic;5;5;Euro 4;Null
2052;Petrol;SUV;1.6L;Manual;5;5;Euro 5;Null
2053;Diesel;Hatchback;2.0L;Manual;5;5;Euro 5;Null
2054;Petrol;Hatchback;1.2L;Manual;3;5;Euro 4;Null
2055;Petrol;Hatchback;1.2L;Manual;3;5;Euro 4;Null
2057;Petrol;Convertible;1.2L;Manual;2;4;Euro 5;Null
2058;Petrol;Hatchback;1.3L;Manual;5;5;Euro 5;Null
2059;Diesel;Hatchback;2.0L;Manual;5;5;Euro 5;Null
2060;Diesel;MPV;1.6L;Manual;5;5;Euro 5;Full
2061;Diesel;SUV;1.4L;Manual;5;5;Euro 5;Full
2062;Petrol;Hatchback;1.8L;Automatic;5;5;Euro 5;Full
2063;Petrol;Hatchback;1.2L;Manual;3;5;Euro 4;Full
2064;Petrol;Hatchback;1.8L;Manual;5;5;Euro 4;Null
2065;Diesel;MPV;1.9L;Automatic;5;7;Euro 4;Null
2066;Petrol Hybrid;Hatchback;1.5L;Automatic;5;5;Euro 4;Null
2067;Petrol;Hatchback;1.6L;Manual;3;4;Euro 5;Full
2068;Petrol;Hatchback;1.6L;Manual;5;5;Euro 4;Null
2069;Petrol;Hatchback;1.5L;Manual;5;5;Euro 6;Full
2071;Petrol;Hatchback;1.5L;Manual;5;5;Euro 6;Full
2072;Diesel;Saloon;3.0L;Automatic;4;5;Euro 5;Null
2073;Diesel;Saloon;2.0L;Automatic;4;5;Euro 5;Null
2074;Petrol;Hatchback;1.6L;Manual;3;4;Euro 4;Null
2075;Diesel;Hatchback;2.0L;Automatic;5;5;Euro 4;Null
2076;Diesel;Estate;2.0L;Manual;5;5;Euro 5;Null
2077;Diesel;SUV;1.6L;Manual;5;5;Euro 4;Null
2078;Petrol;Hatchback;1.0L;Manual;3;4;Euro 5;Null
2079;Petrol;Hatchback;1.3L;Manual;3;5;Euro 5;Null
2080;Petrol;Hatchback;1.0L;Manual;5;5;Euro 5;Null
2081;Diesel;Hatchback;2.0L;Manual;5;5;Euro 5;Null
2082;Petrol;Saloon;2.0L;Manual;4;5;Euro 2;Null
2083;Petrol;Hatchback;1.5L;Manual;5;5;Euro 6;Full
2085;Petrol;Hatchback;1.6L;Manual;5;5;Euro 4;Null
2086;Petrol;Hatchback;1.6L;Manual;5;5;Euro 5;Full
2087;Diesel;MPV;2.0L;Manual;5;7;Euro 5;Null
2088;Diesel;Saloon;2.0L;Automatic;4;5;Euro 5;Null
2089;Petrol;Hatchback;1.3L;Manual;5;5;Euro 5;Null
2090;Petrol;Hatchback;1.4L;Manual;3;5;Euro 4;Null
2091;Diesel;SUV;2.0L;Manual;5;5;Euro 6;Null
2092;Diesel;Convertible;0.8L;Automatic;2;2;Euro 5;Null
2093;Diesel;Saloon;3.0L;Automatic;4;5;Euro 5;Null
2094;Petrol;Hatchback;1.1L;Manual;5;4;Euro 4;Null
2095;Diesel;Hatchback;1.6L;Manual;5;5;Euro 6;Null
2096;Petrol;Estate;2.4L;Automatic;5;5;Euro 3;Null
2097;Petrol;Saloon;1.8L;Manual;4;5;Euro 5;Null
2099;Petrol;Convertible;1.2L;Manual;2;4;Euro 5;Null
2100;Diesel;SUV;1.6L;Manual;5;5;Euro 5;Full
2101;Petrol;SUV;1.2L;Manual;5;5;Euro 5;Null
2102;Petrol;Estate;1.6L;Manual;5;5;Euro 5;Full
2103;Diesel;Hatchback;1.5L;Manual;5;5;Euro 6;Null
2104;Diesel;Saloon;2.0L;Automatic;4;5;Euro 6;Null
2105;Diesel;Saloon;3.0L;Automatic;4;5;Euro 5;Null
2106;Petrol;Hatchback;1.2L;Manual;3;4;Euro 5;Null
2107;Petrol;Hatchback;1.6L;Manual;5;5;Euro 4;Null
2108;Diesel;Hatchback;1.6L;Manual;5;5;Euro 5;Full
2109;Petrol;Hatchback;1.2L;Manual;3;4;Euro 6;Null
2110;Petrol;Hatchback;1.2L;Manual;3;5;Euro 4;Null
2111;Petrol;Hatchback;1.6L;Manual;5;5;Euro 4;Null
2113;Petrol;Hatchback;1.4L;Manual;3;5;Euro 4;Null
2114;Petrol;Hatchback;1.4L;Manual;5;5;Euro 5;Null
2115;Petrol;Hatchback;1.6L;Manual;3;5;Euro 4;Null
2116;Petrol;Hatchback;1.8L;Automatic;5;5;Euro 4;Null
2117;Diesel;Hatchback;1.6L;Manual;5;5;Euro 6;Null
2118;Petrol;Hatchback;1.2L;Manual;5;5;Euro 5;Null
2119;Petrol;Hatchback;1.6L;Manual;5;5;Euro 4;Null
2120;Diesel;Hatchback;2.0L;Manual;5;5;Euro 5;Null
2121;Petrol;SUV;1.6L;Manual;5;5;Euro 5;Full
2122;Diesel;Hatchback;1.5L;Manual;5;5;Euro 6;Full
2123;Diesel;Hatchback;1.5L;Manual;5;5;Euro 6;Null
2124;Petrol;Hatchback;1.6L;Manual;5;5;Euro 4;Null
2125;Petrol;Hatchback;1.5L;Manual;5;5;Euro 6;Full
2127;Petrol;Hatchback;1.4L;Manual;3;4;Euro 5;Null
